date,quarter,department,day,team,targeted_productivity,smv,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,productivity
1,0,0,42,7,0.7191368337605292,-1.0167776647819042,960,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.6294102871506572,1
2,0,0,7,3,0.20815096767282038,-0.9975796782965537,1560,0,-0.0574726915986328,0,0,-1.1992682191402972,1.4694710199533323,2
2,0,0,7,9,0.7191368337605292,-1.0167776647819042,960,0,-0.0574726915986328,0,0,-1.1992682191402972,1.1269370919657855,2
2,0,0,7,1,0.7191368337605292,-1.0167776647819042,960,0,-0.0574726915986328,0,0,-1.1992682191402972,1.0328129298298618,2
2,0,1,7,6,0.7191368337605292,-0.31559406315029426,6975,50,-0.0574726915986328,0,0,-0.16269113320687004,0.8291911975520492,2
2,0,1,7,9,0.7191368337605292,1.0145521433347027,7080,60,-0.0574726915986328,0,0,1.0992287974946935,0.6620898041138267,2
2,0,1,7,7,0.7191368337605292,0.9907832076861733,7020,60,-0.0574726915986328,0,0,0.9865573751106252,0.6613269454268783,2
2,0,1,7,8,0.7191368337605292,0.9907832076861733,6780,45,-0.0574726915986328,0,0,0.9865573751106252,0.6608034526163509,2
2,0,1,7,4,0.7191368337605292,1.1900765912007638,4260,50,-0.0574726915986328,0,0,0.941488806156998,0.3755809992212478,2
2,0,1,7,2,0.7191368337605292,1.1900765912007638,6660,50,-0.0574726915986328,0,0,0.941488806156998,0.37351569523780775,2
2,0,1,7,12,0.7191368337605292,-0.31559406315029426,6975,50,-0.0574726915986328,0,0,-0.16269113320687004,0.3723252070533171,2
2,0,0,7,2,0.7191368337605292,-1.0167776647819042,960,0,-0.0574726915986328,0,0,-1.1992682191402972,0.3268816851431729,1
2,0,0,7,10,-0.30283489841488836,-1.0167776647819042,4320,0,-0.0574726915986328,0,0,-0.7485825296040245,0.13839003317975437,1
2,0,1,7,11,0.20815096767282038,0.38833210797922285,6480,45,-0.0574726915986328,0,0,0.8738859527265571,0.08747733726031855,1
2,0,1,7,3,0.20815096767282038,0.43952673860682434,6600,45,-0.0574726915986328,0,0,0.9189545216801843,0.086872876644411,1
2,0,1,7,10,-0.30283489841488836,1.1900765912007638,6900,40,-0.0574726915986328,0,0,1.0316259440642526,-0.20139253745682445,1
2,0,0,7,8,0.7191368337605292,-1.1118534073760207,960,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.3003340489413632,1
2,0,1,7,5,-0.30283489841488836,2.7981365068070247,6960,26,-0.0574726915986328,0,0,1.054160228541066,-0.7548600228502969,1
2,0,0,7,11,0.20815096767282038,-0.9975796782965537,960,0,-0.0574726915986328,0,0,-1.1992682191402972,-2.231790601662813,0
3,0,0,4,1,0.7191368337605292,-1.0167776647819042,1920,0,-0.0574726915986328,0,0,-1.1992682191402972,1.2955762258261903,2
3,0,0,4,11,0.7191368337605292,-1.0167776647819042,2400,0,-0.0574726915986328,0,0,-1.1091310812330426,1.1720482112782298,2
3,0,0,4,4,0.7191368337605292,-1.0167776647819042,3840,0,-0.0574726915986328,0,0,-0.838719667511279,0.9091654645484851,2
3,0,0,4,3,0.20815096767282038,-0.9975796782965537,1920,0,-0.0574726915986328,0,0,-1.1992682191402972,0.8044005721400103,2
3,0,1,4,9,0.7191368337605292,1.0145521433347027,7080,75,-0.0574726915986328,0,0,1.0992287974946935,0.6620898041138267,2
3,0,0,4,9,0.7191368337605292,-1.1118534073760207,1920,0,-0.0574726915986328,0,0,-1.1992682191402972,0.4915989717477651,2
3,0,0,4,2,0.7191368337605292,-1.0167776647819042,960,0,-0.0574726915986328,0,0,-1.1992682191402972,0.39747480961184156,2
3,0,1,4,7,0.7191368337605292,0.9907832076861733,6780,50,-0.0574726915986328,0,0,0.9865573751106252,0.3760758419734623,2
3,0,1,4,8,0.7191368337605292,0.9907832076861733,6780,38,-0.0574726915986328,0,0,0.9865573751106252,0.3760758419734623,2
3,0,1,4,1,0.7191368337605292,1.0145521433347027,7080,63,-0.0574726915986328,0,0,1.0992287974946935,0.3739789925385855,2
3,0,1,4,11,0.7191368337605292,0.38833210797922285,4800,50,-0.0574726915986328,0,0,0.9189545216801843,0.37359094105835866,2
3,0,1,4,6,0.7191368337605292,-0.31559406315029426,7200,50,-0.0574726915986328,0,0,-0.11762256425324276,0.3735625547388256,2
3,0,1,4,12,0.7191368337605292,-0.31559406315029426,7200,50,-0.0574726915986328,0,0,-0.11762256425324276,0.3735625547388256,2
3,0,1,4,2,0.7191368337605292,1.1900765912007638,6900,50,-0.0574726915986328,0,0,1.0316259440642526,0.37259079773796766,2
3,0,1,4,4,0.7191368337605292,1.1900765912007638,6900,50,-0.0574726915986328,0,0,1.0316259440642526,0.37259079773796766,2
3,0,0,4,10,0.20815096767282038,-1.1118534073760207,960,0,-0.0574726915986328,0,0,-1.1992682191402972,0.16216439280512782,1
3,0,0,4,5,-1.3248066305903048,-1.1118534073760207,960,0,-0.0574726915986328,0,0,-1.1992682191402972,0.13863334940442065,1
3,0,1,4,10,0.20815096767282038,1.1900765912007638,7020,45,-0.0574726915986328,0,0,1.0766945130178798,0.08777285656301742,1
3,0,1,4,3,0.20815096767282038,0.43952673860682434,6600,45,-0.0574726915986328,0,0,0.9189545216801843,0.086872876644411,1
3,0,0,4,7,0.7191368337605292,-1.0167776647819042,960,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.33497364934226675,1
3,0,0,4,8,0.7191368337605292,-1.1118534073760207,960,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.4042528616109777,1
3,0,1,4,5,-1.3248066305903048,0.6324207932929647,6960,23,-0.0574726915986328,0,0,1.054160228541066,-0.7743735276857597,1
4,0,0,2,4,0.7191368337605292,-1.0167776647819042,4440,0,-0.0574726915986328,0,0,-0.7485825296040245,1.3283848598829053,2
4,0,0,2,1,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,1.1547465058514481,2
4,0,0,2,3,0.20815096767282038,-0.9975796782965537,1800,0,-0.0574726915986328,0,0,-1.1091310812330426,0.9407193613605832,2
4,0,0,2,11,0.7191368337605292,-0.9975796782965537,2700,0,-0.0574726915986328,0,0,-0.8837882364649062,0.8806339453507959,2
4,0,0,2,9,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.7055175303962504,2
4,0,1,2,1,0.7191368337605292,1.0145521433347027,10620,75,-0.0574726915986328,0,0,1.0992287974946935,0.6617046250929185,2
4,0,1,2,9,0.7191368337605292,1.0145521433347027,10620,75,-0.0574726915986328,0,0,1.0992287974946935,0.6617046250929185,2
4,0,0,2,10,0.20815096767282038,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.4274234087399818,2
4,0,0,2,2,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.40603155058175217,2
4,0,1,2,2,0.7191368337605292,1.1900765912007638,10350,50,-0.0574726915986328,0,0,1.0316259440642526,0.3755604046626211,2
4,0,1,2,4,0.7191368337605292,1.1900765912007638,10350,50,-0.0574726915986328,0,0,1.0316259440642526,0.3755604046626211,2
4,0,1,2,3,0.7191368337605292,0.43952673860682434,9900,50,-0.0574726915986328,0,0,0.9189545216801843,0.37372204789914903,2
4,0,1,2,12,0.7191368337605292,-0.31559406315029426,5310,50,-0.0574726915986328,0,0,-0.1401568487300564,0.3729603015018367,2
4,0,1,2,7,0.7191368337605292,0.9907832076861733,10170,38,-0.0574726915986328,0,0,0.9865573751106252,0.37289007818500425,2
4,0,1,2,8,0.7191368337605292,0.9907832076861733,10170,38,-0.0574726915986328,0,0,0.9865573751106252,0.37289007818500425,2
4,0,1,2,6,0.7191368337605292,-0.31559406315029426,4470,38,-0.0574726915986328,0,0,-0.1401568487300564,0.3725910729436507,2
4,0,1,2,10,0.20815096767282038,1.1900765912007638,10530,45,-0.0574726915986328,0,0,1.0766945130178798,0.08860681578491349,1
4,0,1,2,11,0.20815096767282038,0.38833210797922285,9900,45,-0.0574726915986328,0,0,0.9189545216801843,0.08581116178585312,1
4,0,1,2,5,-0.813820764502596,0.6324207932929647,10440,35,-0.0574726915986328,0,0,1.054160228541066,-0.4879615550595083,1
4,0,0,2,7,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.6813696934854647,1
5,0,0,3,1,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,1.2403139327509134,2
5,0,0,3,9,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.8338686678787215,2
5,0,1,3,1,0.7191368337605292,1.0145521433347027,10620,75,-0.0574726915986328,0,0,1.0992287974946935,0.6617046250929185,2
5,0,1,3,9,0.7191368337605292,1.0145521433347027,10620,75,-0.0574726915986328,0,0,1.0992287974946935,0.6617046250929185,2
5,0,1,3,8,0.7191368337605292,0.9907832076861733,10170,60,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
5,0,0,3,3,0.20815096767282038,-0.9975796782965537,2700,0,-0.0574726915986328,0,0,-0.8837882364649062,0.5441556145492954,2
5,0,0,3,4,0.7191368337605292,-1.0167776647819042,4440,0,-0.0574726915986328,0,0,-0.7485825296040245,0.5280248003689811,2
5,0,0,3,2,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.4488152611647593,2
5,0,0,3,10,0.20815096767282038,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.40603155058175217,2
5,0,0,3,7,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.39875615007250204,2
5,0,1,3,2,0.7191368337605292,1.1900765912007638,10350,63,-0.0574726915986328,0,0,1.0316259440642526,0.3755604046626211,2
5,0,1,3,4,0.7191368337605292,1.1900765912007638,10350,50,-0.0574726915986328,0,0,1.0316259440642526,0.3755604046626211,2
5,0,1,3,6,0.7191368337605292,-0.33387785980300894,5490,50,-0.0574726915986328,0,0,-0.18522541768368367,0.3741230283130334,2
5,0,1,3,3,0.7191368337605292,0.43952673860682434,9900,50,-0.0574726915986328,0,0,0.9189545216801843,0.37372204789914903,2
5,0,1,3,12,0.7191368337605292,-0.31559406315029426,5670,50,-0.0574726915986328,0,0,-0.1401568487300564,0.3735668089600119,2
5,0,1,3,7,0.7191368337605292,0.9907832076861733,10170,50,-0.0574726915986328,0,0,0.9865573751106252,0.37289007818500425,2
5,0,1,3,10,0.20815096767282038,1.1900765912007638,10530,69,-0.0574726915986328,0,0,1.0766945130178798,0.37215206254441724,1
5,0,1,3,5,-0.30283489841488836,0.6324207932929647,9720,40,-0.0574726915986328,0,0,1.054160228541066,-0.19843628947471031,1
5,0,0,3,8,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.30978121216584154,1
5,0,0,3,6,0.7191368337605292,-1.1118534073760207,1800,0,-0.0574726915986328,0,0,-1.1091310812330426,-0.39317687061662693,1
5,0,1,3,11,0.7191368337605292,1.532897778439165,9900,40,-0.0574726915986328,0,0,0.9189545216801843,-1.8517401418635298,0
5,0,0,3,5,-0.30283489841488836,-0.9975796782965537,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-2.321918725677494,0
6,1,0,1,1,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,1.2189220745926843,2
6,1,0,1,4,0.7191368337605292,-1.0167776647819042,12600,0,-0.0574726915986328,0,0,-0.65844539169677,1.059623914697201,2
6,1,1,1,9,0.7191368337605292,1.0145521433347027,10620,88,-0.0574726915986328,0,0,1.0992287974946935,0.9467340331681549,2
6,1,0,1,9,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.898044236619957,2
6,1,1,1,1,0.7191368337605292,1.0145521433347027,10620,75,-0.0574726915986328,0,0,1.0992287974946935,0.6617046250929185,2
6,1,1,1,4,0.7191368337605292,1.1900765912007638,10530,75,-0.0574726915986328,0,0,1.0766945130178798,0.659867093946495,2
6,1,1,1,7,0.7191368337605292,0.9907832076861733,10170,60,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
6,1,1,1,8,0.7191368337605292,0.9907832076861733,10170,60,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
6,1,0,1,2,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.5771663986472297,2
6,1,0,1,5,-0.30283489841488836,-0.9975796782965537,3840,0,-0.0574726915986328,0,0,-1.1992682191402972,0.49458514834792955,2
6,1,1,1,2,0.7191368337605292,1.1900765912007638,10050,63,-0.0574726915986328,0,0,1.0766945130178798,0.37500299848509056,2
6,1,1,1,3,0.7191368337605292,0.43952673860682434,9900,50,-0.0574726915986328,0,0,0.9189545216801843,0.37372204789914903,2
6,1,1,1,12,0.7191368337605292,-0.31559406315029426,15120,63,-0.0574726915986328,0,0,-0.1401568487300564,0.37276636176349875,2
6,1,1,1,6,0.7191368337605292,-0.33387785980300894,14640,50,-0.0574726915986328,0,0,-0.18522541768368367,0.37229500896303663,2
6,1,1,1,10,0.20815096767282038,1.1900765912007638,10530,69,-0.0574726915986328,0,0,1.0766945130178798,0.37215206254441724,1
6,1,0,1,10,0.20815096767282038,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.2562885606745036,1
6,1,0,1,8,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.005124278340009827,1
6,1,0,1,3,0.20815096767282038,-0.9975796782965537,2160,0,-0.0574726915986328,0,0,-1.0189939433257882,-0.1288010413202527,1
6,1,0,1,7,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.30978121216584154,1
6,1,0,1,11,0.7191368337605292,-0.9975796782965537,900,0,-0.0574726915986328,0,0,-1.3344739260011789,-1.2584068600108753,0
6,1,1,1,11,-3.8797359610288464,-0.2324027883804422,25920,38,-0.0574726915986328,0,0,0.8738859527265571,-2.2081799263509794,0
6,1,1,1,5,-0.30283489841488836,2.5001106213677744,10260,0,-0.0574726915986328,0,0,1.0090916595874388,-2.874670257752649,0
7,1,0,42,1,0.7191368337605292,-1.0167776647819042,2160,0,-0.0574726915986328,0,0,-1.1992682191402972,1.4328406332411685,2
7,1,0,42,3,0.20815096767282038,-0.9975796782965537,2760,0,-0.0574726915986328,0,0,-1.0189939433257882,1.1194523172661313,2
7,1,0,42,4,0.7191368337605292,-1.0167776647819042,6000,0,-0.0574726915986328,0,0,-0.65844539169677,1.0119464737215869,2
7,1,0,42,9,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.7055175303962504,2
7,1,1,42,9,0.7191368337605292,1.0145521433347027,10620,75,-0.0574726915986328,0,0,1.0992287974946935,0.665556375167837,2
7,1,1,42,7,0.7191368337605292,0.9907832076861733,10170,60,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
7,1,1,42,8,0.7191368337605292,0.9907832076861733,10170,60,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
7,1,0,42,10,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.6413419673884658,2
7,1,0,42,11,0.7191368337605292,-0.9975796782965537,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.47205311304417047,2
7,1,0,42,2,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.47020711932298764,2
7,1,1,42,4,0.7191368337605292,1.1900765912007638,10440,63,-0.0574726915986328,0,0,1.054160228541066,0.37804727215166967,2
7,1,1,42,2,0.7191368337605292,1.1900765912007638,10350,63,-0.0574726915986328,0,0,1.0316259440642526,0.3755604046626211,2
7,1,1,42,12,0.7191368337605292,-0.31559406315029426,4710,50,-0.0574726915986328,0,0,-0.1401568487300564,0.37413838823022777,2
7,1,1,42,6,0.7191368337605292,-0.33387785980300894,5490,50,-0.0574726915986328,0,0,-0.18522541768368367,0.3741230283130334,2
7,1,1,42,1,0.7191368337605292,1.0145521433347027,10620,63,-0.0574726915986328,0,0,1.0992287974946935,0.37282346694276425,2
7,1,1,42,10,0.7191368337605292,1.1900765912007638,10530,63,-0.0574726915986328,0,0,1.0766945130178798,0.37215206254441724,1
7,1,1,42,3,0.20815096767282038,0.43952673860682434,7080,45,-0.0574726915986328,0,0,0.9640230906338116,0.0860433665810597,1
7,1,1,42,11,-2.346778362765721,-0.2324027883804422,9540,38,-0.0574726915986328,0,0,0.8288173837729298,-0.3545899893680222,1
7,1,0,42,7,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.372762307973631,1
7,1,0,42,8,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.6089414287197453,1
7,1,1,42,5,-2.346778362765721,0.5236322032093119,7680,0,-0.0574726915986328,0,0,0.9640230906338116,-1.9899852561975224,0
7,1,0,42,5,-2.346778362765721,-0.9975796782965537,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-2.2768546608034272,0
8,1,0,7,4,0.7191368337605292,-1.0167776647819042,3600,0,-0.0574726915986328,0,0,-0.65844539169677,1.0925255224072274,2
8,1,1,7,9,0.7191368337605292,1.0145521433347027,10620,88,-0.0574726915986328,0,0,1.0992287974946935,0.9467340331681549,2
8,1,0,7,1,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.791084957295715,2
8,1,0,7,9,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.7055175303962504,2
8,1,1,7,1,0.7191368337605292,1.0145521433347027,10620,75,-0.0574726915986328,0,0,1.0992287974946935,0.6617046250929185,2
8,1,1,7,7,0.7191368337605292,0.9907832076861733,10170,45,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
8,1,1,7,8,0.7191368337605292,0.9907832076861733,10170,60,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
8,1,0,7,10,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.5343826880642238,2
8,1,0,7,2,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.4915989717477651,2
8,1,1,7,6,0.7191368337605292,-0.33387785980300894,5490,50,-0.0574726915986328,0,0,-0.18522541768368367,0.3741230283130334,2
8,1,1,7,12,0.7191368337605292,-0.31559406315029426,5670,50,-0.0574726915986328,0,0,-0.1401568487300564,0.3735668089600119,2
8,1,1,7,2,0.7191368337605292,1.1900765912007638,10530,63,-0.0574726915986328,0,0,1.0766945130178798,0.37215206254441724,1
8,1,1,7,10,0.7191368337605292,1.1900765912007638,10530,38,-0.0574726915986328,0,0,1.0766945130178798,0.37215206254441724,1
8,1,1,7,3,0.7191368337605292,0.43952673860682434,6420,0,-0.0574726915986328,0,0,0.9189545216801843,-0.25747946716147885,1
8,1,0,7,11,0.7191368337605292,-0.9975796782965537,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.384164062228575,1
8,1,0,7,8,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.4672339574187672,1
8,1,0,7,5,-2.346778362765721,-0.9975796782965537,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.7221445229835406,1
8,1,1,7,11,-1.3248066305903048,-0.2324027883804422,9540,30,-0.0574726915986328,0,0,0.8288173837729298,-0.7732204732076363,1
8,1,0,7,6,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.7897406174279141,0
8,1,0,7,7,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,-0.8293752755139121,0
8,1,1,7,4,0.7191368337605292,3.2378618163048136,10440,0,-0.0574726915986328,0,0,1.054160228541066,-1.5019138079488916,0
8,1,1,7,5,-1.3248066305903048,0.5236322032093119,7980,0,-0.0574726915986328,0,0,1.0090916595874388,-1.617472502324297,0
9,1,0,4,1,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,1.2617057851756903,2
9,1,0,4,4,-3.8797359610288464,-0.9838668308070176,3240,0,-0.0574726915986328,0,0,-0.7485825296040245,1.1875280493487224,2
9,1,0,4,3,0.7191368337605292,-0.9975796782965537,1800,0,-0.0574726915986328,0,0,-1.1091310812330426,0.976770606379694,2
9,1,0,4,2,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.8338686678787215,2
9,1,0,4,9,0.7191368337605292,-1.0167776647819042,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.7055175303962504,2
9,1,1,4,1,0.7191368337605292,1.0145521433347027,8220,75,-0.0574726915986328,0,0,1.0992287974946935,0.6618184685105394,2
9,1,1,4,9,0.7191368337605292,1.0145521433347027,10620,75,-0.0574726915986328,0,0,1.0992287974946935,0.6617046250929185,2
9,1,1,4,7,0.7191368337605292,0.9907832076861733,10170,60,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
9,1,1,4,8,0.7191368337605292,0.9907832076861733,10170,60,-0.0574726915986328,0,0,0.9865573751106252,0.6596087904789979,2
9,1,0,4,6,0.7191368337605292,-1.1118534073760207,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.47205311304417047,2
9,1,0,4,5,-0.813820764502596,-0.9975796782965537,1440,0,-0.0574726915986328,0,0,-1.1992682191402972,0.4269890539035554,2
9,1,1,4,3,0.7191368337605292,0.43952673860682434,9900,0,-0.0574726915986328,0,0,0.9189545216801843,0.37372204789914903,2
9,1,1,4,6,0.7191368337605292,-0.33387785980300894,5670,50,-0.0574726915986328,0,0,-0.1401568487300564,0.3731945072716977,2
9,1,1,4,12,0.7191368337605292,-0.31559406315029426,4470,50,-0.0574726915986328,0,0,-0.1401568487300564,0.3725910729436507,2
9,1,1,4,2,0.7191368337605292,1.1900765912007638,10530,63,-0.0574726915986328,0,0,1.0766945130178798,0.37215206254441724,1
